Date,Close
2021-07-12,694.4500122070312
2021-07-13,701.4000244140625
2021-07-14,700.4000244140625
2021-07-15,699.0999755859375
2021-07-16,703.5999755859375
2021-07-19,698.4000244140625
2021-07-20,682.0
2021-07-22,716.5499877929688
2021-07-23,717.5499877929688
2021-07-26,704.5499877929688
2021-07-27,710.6500244140625
2021-07-28,721.7000122070312
2021-07-29,748.4000244140625
2021-07-30,736.9500122070312
2021-08-02,746.7000122070312
2021-08-03,740.2999877929688
2021-08-04,747.25
2021-08-05,763.25
2021-08-06,757.3499755859375
2021-08-09,747.3499755859375
2021-08-10,722.1500244140625
2021-08-11,749.0999755859375
2021-08-12,748.9000244140625
2021-08-13,749.0499877929688
2021-08-16,761.6500244140625
2021-08-17,744.25
2021-08-18,737.4500122070312
2021-08-20,684.5999755859375
2021-08-23,684.2000122070312
2021-08-24,691.6500244140625
2021-08-25,683.8499755859375
2021-08-26,672.0
2021-08-27,677.5
2021-08-30,686.5499877929688
2021-08-31,687.5999755859375
2021-09-01,676.6500244140625
2021-09-02,685.0499877929688
2021-09-03,690.9000244140625
2021-09-06,686.6500244140625
2021-09-07,683.7999877929688
2021-09-08,687.0499877929688
2021-09-09,688.9500122070312
2021-09-13,694.4000244140625
2021-09-14,693.6500244140625
2021-09-15,696.6500244140625
2021-09-16,689.4500122070312
2021-09-17,682.2999877929688
2021-09-20,633.2000122070312
2021-09-21,668.9500122070312
2021-09-22,678.5499877929688
2021-09-23,677.25
2021-09-24,659.1500244140625
2021-09-27,648.6500244140625
2021-09-28,660.8499755859375
2021-09-29,679.7999877929688
2021-09-30,668.2999877929688
2021-10-01,674.25
2021-10-04,681.1500244140625
2021-10-05,679.3499755859375
2021-10-06,659.25
2021-10-07,666.5499877929688
2021-10-08,665.8499755859375
